bert_no_opt,1,0.139526983035,139.526983035,0.928
bert_torch_ao_quant_8wo,1,0.162684388702,162.684388702,0.928
bert_ovn_onnx,1,0.11530265656000001,115.30265656,0.928
bert_compile_ovn,1,0.127896819488,127.896819488,0.928
bert_compile_ovn_quant,1,0.131088258115,131.088258115,0.527
bert_compile_ipex,1,0.13746819182300002,137.468191823,0.928
bert_onnx,1,0.129329615478,129.329615478,0.928
bert_compile_ipex_quant,1,0.114140449927,114.140449927,0.472
bert_compiled,1,0.137427416081,137.427416081,0.928
bert_eager_mode_dynamic_quant,1,0.11499641067000001,114.99641067,0.48
bert_no_opt,1,0.13819576455000002,138.19576455,0.928
bert_no_opt,4,0.17856312839500002,178.563128395,0.941
bert_torch_ao_quant_8wo,4,0.192802131831,192.802131831,0.94
bert_ovn_onnx,4,0.173338135063,173.338135063,0.941
bert_compile_ovn,4,0.182820693005,182.820693005,0.941
bert_compile_ovn_quant,4,0.16278997333599998,162.789973336,0.52
bert_compile_ipex,4,0.18155392254699998,181.553922547,0.941
bert_onnx,4,0.22987160065099999,229.871600651,0.941
bert_compile_ipex_quant,4,0.159847606185,159.847606185,0.518
bert_compiled,4,0.182776447092,182.776447092,0.941
bert_eager_mode_dynamic_quant,4,0.159292198181,159.292198181,0.519
bert_no_opt,4,0.177966367421,177.966367421,0.941
bert_no_opt,8,0.199108381588,199.108381588,0.935
bert_torch_ao_quant_8wo,8,0.203699772326,203.699772326,0.935
bert_ovn_onnx,8,0.19438061945500001,194.380619455,0.935
bert_compile_ovn,8,0.19760522665400002,197.605226654,0.935
bert_compile_ovn_quant,8,0.18464793959599998,184.647939596,0.491
bert_compile_ipex,8,0.20216717750799998,202.167177508,0.935
bert_onnx,8,0.25272476268099997,252.724762681,0.935
bert_compile_ipex_quant,8,0.18285867216499999,182.858672165,0.491
bert_compiled,8,0.202924519089,202.924519089,0.935
bert_eager_mode_dynamic_quant,8,0.181078797299,181.078797299,0.509
bert_no_opt,8,0.198351104063,198.351104063,0.935
